Traditional,Simplified,Kanji,Hanja,Hanji,Reading,Old,Cantonese,Mandarin,Sino,Native,JGrade,Year Added,Sino,Native,KGrade,Sino-Vietnamese,Part of Speech,Meaning,Radical,Strokes
燒,烧,焼,,焼,sio,syau,siu 1 ,shāo,ショウ,や-く、や-ける,4,,소,불태울,H,,,bake,火,12
肖,,,,肖,sio,syau,chiu 3 ,"xiào, xiāo",ショウ,0,S,,초,닮을,H,,,resemblance,肉,7
宵,,,,宵,sio,syau,siu 1 ,xiāo,ショウ,よい,S,1981,0,0,0,,,wee hours,宀,10
紹,绍,,,紹,sio,syau,siu 6 ,"shào, chāo",ショウ,0,S,,0,0,0,,,introduce,糸,11
硝,,,,硝,sio,syau,siu 1 ,xiāo,ショウ,0,S,,0,0,0,,,nitrate,石,12
召,,,,召,"sio, tio","syau, tiau","siu 6 , jiu 6 ","zhào, shào",ショウ,め-す,S,,소,부를,H,,,summon,口,5
十,,,,十,sipu,sipu,sap 6 ,shí,ジュウ、ジッ,とお、と,1,,십,열,M,thập,,ten,十,2
拾,,,,拾,sipu,sipu,sap 6 ,shí,シュウ、ジュウ,ひろ-う,3,,습,주울,M,,,pick up,手,9
習,习,,,習,sipu,sipu,jaap 6 ,xí,シュウ,なら-う,3,,습,익힐,M,,,learn,羽,11
襲,袭,,,襲,sipu,sipu,jaap 6 ,xí,シュウ,おそ-う,S,,습,엄습할,H,,,attack,衣,22
澁,,渋,,渋,sipu,sipu,sap 1 ,sè,ジュウ,しぶ、しぶ-い、しぶ-る,S,,0,0,0,,,astringent,水,11
濕,湿,湿,,湿,sipu,"sipu, tapu",sap 1 ,shī,シツ,しめ-る、しめ-す,S,,습,축축할,H,,,damp,水,12
室,,,,室,situ,situ,sat 1 ,shì,シツ,むろ,2,,실,집,M,thất,,room,宀,9
失,,,,失,situ,situ,sat 1 ,shī,シツ,うしな-う,4,,실,잃을,M,,,lose,大,5
膝,,,,膝,situ,situ,sat 1 ,xī,0,ひざ,S,2010,0,0,0,,,knee,肉,15
手,,,,手,siu,siu,sau 2 ,shǒu,シュ,て、（た）,1,,수,손,M,thủ,,hand,手,4
首,,,,首,siu,siu,sau 2 ,shǒu,シュ,くび,2,,수,머리,M,"thủ, thú",,neck,首,9
數,数,数,,数,siu,siu,"sok 3 , sou 2 , sou 3 ","shǔ, shù, shuò",スウ、（ス）,かず、かぞ-える,2,,수,셀,M,"số, sổ, sỗ, sộ, xọ",,number,攴,13
守,,,,守,siu,siu,sau 2 ,shǒu,シュ、（ス）,まも-る、も-り,3,,수,지킬,M,,,protect,宀,6
受,,,,受,siu,siu,sau 6 ,shòu,ジュ,う-ける、う-かる,3,,수,받을,M,,,accept,又,8
修,,,,修,siu,siu,sau 1 ,xiū,シュウ、（シュ）,おさ-める、おさ-まる,5,,수,닦을,M,,,discipline,人,10
授,,,,授,siu,siu,sau 6 ,shòu,ジュ,さず-ける、さず-かる,5,,수,줄,M,,,instruct,手,11
輸,输,,,輸,siu,siu,syu 1 ,"shū, shù",ユ,0,5,,수,나를,H,,,transport,車,16
收,,収,,収,siu,siu,sau 1 ,shōu,シュウ,おさ-める、おさ-まる,6,,수,거둘,M,,,take in,攴,4
樹,树,,,樹,siu,siu,syu 6 ,shù,ジュ,0,6,,수,나무,M,,,trees,木,16
壽,寿,寿,,寿,siu,siu,sau 6 ,shòu,ジュ,ことぶき,S,,수,목숨,M,,,longevity,士,7
秀,,,,秀,siu,siu,sau 3 ,xiù,シュウ,ひい-でる,S,,수,빼어날,M,,,excel,禾,7
須,须,,,須,siu,siu,seui 1 ,xū,ス,0,S,2010,수,모름지기,M,,,by all means,頁,12
囚,,,,囚,siu,siu,chau 4 ,qiú,シュウ,0,S,,수,가둘,H,,,captured,囗,5
殊,,,,殊,siu,siu,syu 4 ,shū,シュ,こと,S,,수,다를,H,,,particularly,歹,10
搜,,捜,,捜,siu,siu,"sau 1 , sau 2 ",sōu,ソウ,さが-す,S,,수,찾을,H,,,search,手,10
需,,,,需,siu,siu,seui 1 ,xū,ジュ,0,S,,수,구할,H,,,demand,雨,14
獸,兽,獣,,獣,siu,siu,sau 3 ,shòu,ジュウ,けもの,S,,수,짐승,H,,,animal,犬,16
狩,,,,狩,siu,siu,"sau 2 , sau 3 ",shòu,シュ,か-る、か-り,S,,0,0,0,,,hunt,犬,9
袖,,,,袖,siu,siu,jau 6 ,xiù,シュウ,そで,S,2010,0,0,0,,,sleeve,衣,10
羞,,,,羞,siu,siu,sau 1 ,xiū,シュウ,0,S,2010,0,0,0,,,feel ashamed,羊,11
瘦,,痩,,痩,siu,siu,sau 3 ,shòu,ソウ,や-せる,S,2010,0,0,0,,,get thin,疒,12
酬,,,,酬,siu,siu,chau 4 ,chóu,シュウ,0,S,,0,0,0,,,repay,酉,13
旬,,,,旬,siun,sian,cheun 4 ,xún,ジュン、（シュン）,0,S,,순,열흘,H,,,10-day period (of the month),日,6
巡,,,,巡,siun,sian,cheun 4 ,xún,ジュン,めぐ-る,S,,순,돌,H,,,patrol,巛,6
殉,,,,殉,siun,sian,"seun 1 , seun 6 ",xùn,ジュン,0,S,,순,따라 죽을,H,,,martyrdom,歹,10
循,,,,循,siun,sian,cheun 4 ,xún,ジュン,0,S,,순,돌,H,,,sequential,彳,12
瞬,,,,瞬,siun,sian,seun 3 ,shùn,シュン,またた-く,S,,순,눈깜짝일,H,,,wink,目,18
書,书,,,書,so,sio,syu 1 ,shū,ショ,か-く,2,,서,쓸,M,thư,,write,曰,10
所,,,,所,so,sio,so 2 ,suǒ,ショ,ところ,3,,소,바,M,,,place,戶,8
暑,,,,暑,so,sio,syu 2 ,shǔ,ショ,あつ-い,3,,서,더울,M,,,hot,日,12
序,,,,序,so,sio,jeui 6 ,xù,ジョ,0,5,,서,차례,M,,,preface,广,7
署,,,,署,so,sio,"chyu 5 , syu 5 ",shǔ,ショ,0,6,,서,관청,H,,,government office,网,13
敍,,叙,,叙,so,sio,jeui 6 ,xù,ジョ,0,S,,서,차례,H,,,confer,攴,9
徐,,,,徐,so,sio,cheui 4 ,xú,ジョ,0,S,,서,천천히 할,H,,,gradually,彳,10
庶,,,,庶,so,sio,syu 3 ,shù,ショ,0,S,,서,여러,H,,,commoner,广,11
疏,,疎,疎,疎,so,sio,"so 1 , so 3 ",shū,ソ,うと-い、うと-む,S,,소,트일,H,,,alienate,疋,12
緒,绪,,,緒,so,sio,seui 5 ,xù,ショ、（チョ）,お,S,,서,실마리,H,,,thong,糸,14
速,,,,速,soku,soku,chuk 1 ,sù,ソク,はや-い、はや-める、はや-まる、すみ-やか,3,,속,빠를,M,,,fast,辵,10
續,续,続,,続,soku,sioku,juk 6 ,xù,ゾク,つづ-く、つづ-ける,4,,속,이을,M,,,continue,糸,13
束,,,,束,soku,sioku,chuk 1 ,shù,ソク,たば,4,,속,묶을,H,,,bundle,木,7
俗,,,,俗,soku,sioku,juk 6 ,sú,ゾク,0,S,,속,풍속,M,,,vulgar,人,9
送,,,,送,sonu,sonu,sung 3 ,sòng,ソウ,おく-る,3,,송,보낼,M,,,send,辵,9
松,,,,松,sonu,sionu,chung 4 ,sōng,ショウ,まつ,4,,송,소나무,M,,,pine,木,8
訟,讼,,,訟,sonu,sionu,jung 6 ,sòng,ショウ,0,S,,송,송사할,H,,,sue,言,11
僧,,,,僧,sonu,sonu,"sang 1 , jang 1 ",sēng,ソウ,0,S,,승,중,H,,,Buddhist priest,人,13
鎖,锁,,,鎖,sua,sua,so 2 ,suǒ,サ,くさり,S,,쇄,쇠사슬,H,,,chain,金,18
唆,,,,唆,sua,sua,so 1 ,suō,サ,そそのか-す,S,,0,0,0,,,tempt,口,10
算,,,,算,suan,suan,syun 3 ,suàn,サン,0,2,,산,셀,M,"toán, toan",,calculate,竹,14
酸,,,,酸,suan,suan,syun 1 ,suān,サン,す-い,5,,0,0,0,,,acid,酉,14
選,选,,,選,suen,suen,syun 2 ,xuǎn,セン,えら-ぶ,4,,선,가릴,M,,,choose,辵,15
宣,,,,宣,suen,suen,syun 1 ,xuān,セン,0,6,,선,베풀,H,,,proclaim,宀,9
旋,,,,旋,suen,suen,syun 4 ,"xuán, xuàn",セン,0,S,,선,돌,H,,,rotation,方,11
栓,,,,栓,suen,suen,saan 1 ,shuān,セン,0,S,1981,0,0,0,,,plug,木,10
水,,,,水,sui,sui,seui 2 ,shuǐ,スイ,みず,1,,수,물,M,thuỷ,,water,水,4
垂,,,,垂,sui,sui,seui 4 ,chuí,スイ,た-れる、た-らす,6,,수,드리울,H,,,droop,土,8
誰,谁,,,誰,sui,sui,seui 4 ,"shéi, shuí",0,だれ,S,2010,수,누구,M,,,who (question word),言,15
隨,随,随,,随,sui,sui,cheui 4 ,suí,ズイ,0,S,,수,따를,H,,,follow,阜,12
遂,,,,遂,sui,sui,seui 6 ,"suì, suí",スイ,と-げる,S,,수,이를,H,,,consummate,辵,12
睡,,,,睡,sui,sui,seui 6 ,shuì,スイ,0,S,,수,잘,H,,,drowsy,目,13
粹,,粋,,粋,sui,sui,seui 6 ,cuì,スイ,いき,S,,0,0,0,,,chic,米,10
穗,,穂,,穂,sui,sui,seui 6 ,suì,スイ,ほ,S,,0,0,0,,,ear,禾,15
髓,,髄,,髄,sui,sui,seui 5 ,suǐ,ズイ,0,S,,0,0,0,,,marrow,骨,19
率,,,,率,"sui, sutu","siutu, sui","leut 6 , seut 1 ","shuài, lǜ",ソツ、リツ,ひき-いる,5,,률,헤아릴,H,,,rate,玄,11
帥,帅,,,帥,"sui, sutu","siutu, sui","seui 3 , seut 1 ",shuài,スイ,0,S,,수,장수,H,,,commander,巾,9
宿,,,,宿,suku,siuku,"sau 3 , suk 1 ","sù, xiù, xiǔ",シュク,やど、やど-る、やど-す,3,,숙,묵을,M,,,inn,宀,11
熟,,,,熟,suku,siuku,suk 6 ,"shú, shóu",ジュク,う-れる,6,,숙,익을,H,,,ripen,火,15
縮,缩,,,縮,suku,siuku,suk 1 ,"suō, sù",シュク,ちぢ-む、ちぢ-まる、ちぢ-める、ちぢ-れる、ちぢ-らす,6,,축,다스릴,H,,,shrink,糸,17
叔,,,,叔,suku,siuku,suk 1 ,shū,シュク,0,S,,숙,아재비,M,,,uncle,又,8
淑,,,,淑,suku,siuku,"suk 1 , suk 6 ",shū,シュク,0,S,,숙,맑을,M,,,graceful,水,11
肅,肃,粛,,粛,suku,siuku,suk 1 ,sù,シュク,0,S,,숙,엄숙할,H,,,solemn,聿,11
塾,,,,塾,suku,siuku,suk 6 ,shú,ジュク,0,S,1981,0,0,0,,,cram school,土,14
透,,,,透,"suku, tou","siuku, tou",tau 3 ,tòu,トウ,す-く、す-かす、す-ける,S,,투,통할,H,,,transparent,辵,10
孫,孙,,,孫,sun,suan,syun 1 ,sūn,ソン,まご,4,,손,손자,M,,,grandchild,子,10
損,损,,,損,sun,suan,syun 2 ,sǔn,ソン,そこ-なう、そこ-ねる,5,,손,덜,H,,,loss,手,13
遜,逊,,,遜,sun,suan,seun 3 ,xùn,ソン,0,S,2010,0,0,0,,,humble,辵,14
素,,,,素,suo,so,sou 3 ,sù,ソ、ス,0,5,,소,흴,M,,,elementary,糸,10
訴,诉,,,訴,suo,so,sou 3 ,sù,ソ,うった-える,S,,소,하소연할,H,,,sue,言,12
塑,,,,塑,suo,so,"sok 3 , sou 3 ",sù,ソ,0,S,,0,0,0,,,model,土,13
遡,,,,遡,suo,so,sou 3 ,sù,ソ,さかのぼ-る,S,2010,0,0,0,,,go upstream,辵,14
社,,,,社,sya,sya,se 5 ,shè,シャ,やしろ,2,,사,토지의 신,H,xã,,company,示,7
寫,写,写,,写,sya,sya,se 2 ,"xiè, xiě",シャ,うつ-す、うつ-る,3,,사,베낄,H,,,copy,宀,5
舍,,舎,,舎,sya,sya,"se 2 , se 3 , se 5 ","shè, shě",シャ,0,5,,사,집,M,,,cottage,舌,8
謝,谢,,,謝,sya,sya,je 6 ,xiè,シャ,あやま-る,5,,사,사례할,M,,,apologize,言,17
捨,舍,,,捨,sya,sya,se 2 ,shě,シャ,す-てる,6,,사,버릴,H,,,throw away,手,11
砂,,,,砂,sya,sya,sa 1 ,shā,サ、シャ,すな,6,,0,0,0,,,sand,石,9
沙,,,,沙,sya,sya,sa 1 ,"shā, shà",サ,0,S,2010,사,모래,H,,,sand,水,7
卸,,,,卸,sya,sya,se 3 ,xiè,0,おろ-す、おろし,S,,0,0,0,,,wholesale,卩,9
赦,,,,赦,sya,sya,se 3 ,shè,シャ,0,S,,0,0,0,,,pardon,赤,11
邪,,,,邪,"sya, ya","sya, ya","che 4 , ye 4 ","xié, yé",ジャ,0,S,,사,간사할,H,,,wicked,邑,8
斜,,,,斜,"sya, ya","sya, ya","che 3 , che 4 , ye 4 ",xié,シャ,なな-め,S,,사,비낄,H,,,diagonal,斗,11
殺,杀,,,殺,syatu,"syai, syatu","saai 3 , saat 3 ",shā,サツ、（サイ）、（セツ）,ころ-す,4,,살,죽일,M,,,kill,殳,10
削,,,,削,syaku,syaku,seuk 3 ,"xiāo, xuē",サク,けず-る,S,,삭,깎을,H,,,plane,刀,9
杉,,,,杉,syamu,syamu,chaam 3 ,"shān, shā",0,すぎ,S,1981,0,0,0,,,cedar,木,7
上,,,,上,syanu,syanu,"seung 5 , seung 6 ","shàng, shǎng",ジョウ、（ショウ）,うえ、（うわ）、かみ、あ-げる、あ-がる、のぼ-る、のぼ-せる、のぼ-す,1,,상,위,M,thượng,,up,一,3
生,,,,生,syanu,syanu,"saang 1 , sang 1 ",shēng,セイ、ショウ,い-きる、い-かす、い-ける、う-まれる、う-む、お-う、は-える、は-やす、き、なま,1,,생,날,M,"sinh, sanh, siêng, xênh, xinh",,life,生,5
相,,,,相,syanu,syanu,"seung 1 , seung 3 ","xiāng, xiàng",ソウ、ショウ,あい,3,,상,서로,M,,,mutual,目,9
商,,,,商,syanu,syanu,seung 1 ,shāng,ショウ,あきな-う,3,,상,장사,M,,,sell,口,11
想,,,,想,syanu,syanu,seung 2 ,xiǎng,ソウ、（ソ）,0,3,,상,생각할,M,,,concept,心,13
箱,,,,箱,syanu,syanu,seung 1 ,xiāng,0,はこ,3,,0,0,0,,,box,竹,15
賞,赏,,,賞,syanu,syanu,seung 2 ,shǎng,ショウ,0,4,,상,상줄,M,,,prize,貝,15
象,,,,象,syanu,syanu,jeung 6 ,xiàng,ショウ、ゾウ,0,4,,상,코 끼리,H,,,elephant,豕,12
常,,,,常,syanu,syanu,seung 4 ,cháng,ジョウ,つね、とこ,5,,상,항상,M,,,normal,巾,11
像,,,,像,syanu,syanu,jeung 6 ,xiàng,ゾウ,0,5,,상,형상,H,,,statue,人,14
傷,伤,,,傷,syanu,syanu,seung 1 ,shāng,ショウ,きず、いた-む、いた-める,6,,상,상처,M,,,wound,人,13
尚,,,尙,尚,syanu,syanu,seung 6 ,shàng,ショウ,0,S,1981,상,오히려,M,,,esteem,小,8
霜,,,,霜,syanu,syanu,seung 1 ,shuāng,ソウ,しも,S,,상,서리,M,,,frost,雨,17
雙,双,双,,双,syanu,syanu,seung 1 ,shuāng,ソウ,ふた,S,,쌍,쌍,H,,,pair,隹,4
祥,,,,祥,syanu,syanu,cheung 4 ,xiáng,ショウ,0,S,,상,상서로울,H,,,auspicious,示,10
償,偿,,,償,syanu,syanu,"cheung 4 , seung 4 ",cháng,ショウ,つぐな-う,S,,상,갚을,H,,,reparation,人,17
牲,,,,牲,syanu,syanu,"saang 1 , sang 1 ",shēng,セイ,0,S,,0,0,0,,,animal sacrifice,牛,9
爽,,,,爽,syanu,syanu,song 2 ,shuǎng,ソウ,さわ-やか,S,2010,0,0,0,,,refreshing,爻,11
詳,详,,,詳,"syanu, yanu","syanu, yanu",cheung 4 ,"xiáng, yáng",ショウ,くわ-しい,S,,상,자세할,H,,,detailed,言,13
多,,,,多,ta,ta,do 1 ,duō,タ,おお-い,2,,다,많을,M,"đa, đơ, đi",,many,夕,6
茶,,,,茶,ta,ta,cha 4 ,chá,チャ、サ,0,2,,다,차,H,"trà, chè, sà",,tea,艸,9
打,,,,打,ta,ta,"da 1 , da 2 ","dǎ, dá",ダ,う-つ,3,,타,칠,M,,,hit,手,5
他,,,,他,ta,ta,ta 1 ,tā,タ,ほか,3,,타,다를,M,,,other,人,5
馱,驮,駄,,駄,ta,ta,to 4 ,"tuó, duò, dài",ダ,0,S,1981,0,0,0,,,burdensome,馬,14
塗,涂,,,塗,"ta, tuo","ta, to",tou 4 ,tú,ト,ぬ-る,S,,도,진흙,H,,,paint,土,13
大,,,,大,tai,tai,daai 6 ,"dà, dài",ダイ、タイ,おお、おお-きい、おお-いに,1,,대,큰,M,"đại, dãy, dảy",,large,大,3
太,,,,太,tai,tai,taai 3 ,tài,タイ、タ,ふと-い、ふと-る,2,,태,클,M,thái,,thick,大,4
台,台,台,臺,台,tai,tai,"yi 4 , toi 4 ","tái, tāi",ダイ、タイ,0,2,,대,대,H,"thai, đài, đày, thay, thơi, hai",,pedestal,至,5
代,,,,代,tai,tai,doi 6 ,dài,ダイ、タイ,か-わる、か-える、よ、しろ,3,,대,대신할,M,,,substitute,人,5
待,,,,待,tai,tai,doi 6 ,"dài, dāi",タイ,ま-つ,3,,대,기다릴,M,,,wait,彳,9
帶,带,帯,,帯,tai,tai,"daai 2 , daai 3 ",dài,タイ,お-びる、おび,4,,대,띠,H,,,sash,巾,10
貸,贷,,,貸,tai,tai,"taai 3 , tik 1 ","dài, tè",タイ,か-す,5,,대,빌릴,H,,,lend,貝,12
態,态,,,態,tai,tai,taai 3 ,tài,タイ,0,5,,태,모양,H,,,condition,心,14
泰,,,,泰,tai,tai,taai 3 ,tài,タイ,0,S,,태,클,M,,,peaceful,水,10
怠,,,,怠,tai,tai,"doi 6 , toi 5 ",dài,タイ,おこた-る、なま-ける,S,,태,게으름,H,,,neglect,心,9
汰,,,,汰,tai,tai,taai 3 ,tài,タ,0,S,2010,0,0,0,,,luxury,水,7
胎,,,,胎,tai,tai,toi 1 ,tāi,タイ,0,S,,0,0,0,,,womb,肉,9
袋,,,,袋,tai,tai,doi 6 ,dài,タイ,ふくろ,S,,0,0,0,,,sack,衣,11
戴,,,,戴,tai,tai,daai 3 ,dài,タイ,0,S,2010,0,0,0,,,be crowned with,戈,17
逮,,,,逮,"tai, tei","tai, tei","dai 6 , doi 6 ","dài, dǎi",タイ,0,S,,체,잡을,H,,,apprehend,辵,11
銳,锐,鋭,,鋭,yui,"tuei, yuei",yeui 6 ,ruì,エイ,するど-い,S,,예,날카로울,H,,,pointed,金,15
宅,,,,宅,taku,taku,jaak 6 ,zhái,タク,0,6,,택,집,M,,,home,宀,6
擇,择,択,,択,taku,taku,jaak 6 ,"zé, zhái",タク,0,S,,택,가릴,H,,,choose,手,7
澤,泽,沢,,沢,taku,taku,jaak 6 ,zé,タク,さわ,S,,택,못,H,,,swamp,水,7
卓,,,,卓,taku,taku,"cheuk 3 , jeuk 3 ",zhuō,タク,0,S,,탁,높을,H,,,eminent,十,8
濁,浊,,,濁,taku,taku,juk 6 ,zhuó,ダク,にご-る、にご-す,S,,탁,흐릴,H,,,voiced,水,16
託,讬,,,託,taku,taku,tok 3 ,tuō,タク,0,S,,0,0,0,,,consign,言,10
濯,,,,濯,"taku, tau","taku, tau",jok 6 ,zhuó,タク,0,S,1981,탁,씻을,H,,,laundry,水,17
摘,,,,摘,"taku, teku","taku, teku",jaak 6 ,zhāi,テキ,つ-む,S,,적,딸,H,,,pinch,手,14
嫡,,,,嫡,"taku, teku","taku, teku",dik 1 ,dí,チャク,0,S,,0,0,0,,,legitimate wife,女,14
談,谈,,,談,tamu,tamu,taam 4 ,tán,ダン,0,3,,담,말씀,M,,,discuss,言,15
探,,,,探,tamu,tamu,"taam 1 , taam 3 ",tàn,タン,さぐ-る、さが-す,6,,탐,찾을,M,,,grope,手,11
擔,担,担,,担,tamu,tamu,"daam 1 , daam 3 ","dān, dàn",タン,かつ-ぐ、にな-う,6,,담,멜,H,,,shouldering,手,8
貪,贪,,,貪,tamu,tamu,taam 1 ,tān,ドン,むさぼ-る,S,2010,탐,탐할,H,,,covet,貝,11
淡,,,,淡,tamu,"tamu, yemu","daam 6 , taam 5 ",dàn,タン,あわ-い,S,,담,묽을,H,,,thin,水,11
丼,,,,丼,tamu,tamu,"jeng 2 , jing 2 ",jǐng,0,どんぶり、（どん）,S,2010,0,0,0,,,bowl of food,丶,5
膽,胆,胆,,胆,tamu,tamu,daam 2 ,dǎn,タン,0,S,,0,0,0,,,gall bladder,肉,9
曇,昙,,,曇,tamu,tamu,taam 4 ,tán,ドン,くも-る,S,,0,0,0,,,cloudy weather,日,16
炭,,,,炭,tan,tan,taan 3 ,tàn,タン,すみ,3,,탄,숯,H,,,charcoal,火,9
誕,诞,,,誕,tan,tan,daan 3 ,dàn,タン,いつわる,6,,탄,태어날,H,,,nativity,言,15
丹,,,,丹,tan,tan,daan 1 ,dān,タン,0,S,,단,붉을,M,,,cinnabar,丶,4
但,,,,但,tan,tan,daan 6 ,dàn,0,ただ-し,S,,단,다만,M,,,however,人,7
旦,,,,旦,tan,tan,daan 3 ,dàn,タン、ダン,0,S,2010,단,아침,H,,,daybreak,日,5
彈,弹,弾,,弾,tan,tan,"daan 6 , taan 4 ","dàn, tán",ダン,ひ-く、はず-む、たま,S,,탄,탄알,H,,,bullet,弓,12
嘆,叹,,歎,嘆,tan,tan,taan 3 ,tàn,タン,なげ-く、なげ-かわしい,S,,탄,탄식할,H,,,sigh,口,13
壇,坛,,,壇,tan,tan,taan 4 ,tán,ダン、（タン）,0,S,,단,단,H,,,podium,土,16
綻,绽,,,綻,tan,tan,jaan 6 ,zhàn,タン,ほころ-びる,S,2010,0,0,0,,,rip,糸,14
當,当,当,,当,tanu,tanu,"dong 1 , dong 3 ","dāng, dàng",トウ,あ-たる、あ-てる,2,,당,당할,M,"đương, đáng, đang, đấng",,hit,田,6
湯,汤,,,湯,tanu,tanu,"seung 1 , tong 1 ","tāng, shāng",トウ,ゆ,3,,탕,끓일,H,,,hot water,水,12
堂,,,,堂,tanu,tanu,tong 4 ,táng,ドウ,0,4,,당,집,M,,,public chamber,土,11
黨,党,党,,党,tanu,tanu,dong 2 ,dǎng,トウ,0,6,,당,무리,H,,,group,黑,10
糖,,,,糖,tanu,tanu,"tong 2 , tong 4 ",táng,トウ,0,6,,당,사탕,H,,,sugar,米,16
唐,,,,唐,tanu,tanu,tong 4 ,táng,トウ,から,S,,당,당나라,H,,,T'ang,口,10
偵,侦,,,偵,"tanu, tenu","tanu, tienu",jing 1 ,"zhēn, zhēng",テイ,0,S,1981,0,0,0,,,spy,人,11
澄,,,,澄,"tanu, tinu","tanu, tinu","ching 4 , dang 6 ","chéng, dèng",チョウ,す-む、す-ます,S,,0,0,0,,,lucidity,水,15
答,,,,答,tapu,tapu,daap 3 ,"dá, dā",トウ,こた-える、こた-え,2,,답,대답할,M,"đáp, đớp, hóp",,answer,竹,12
塔,,,,塔,tapu,tapu,taap 3 ,"tǎ, da",トウ,0,S,,탑,탑,H,,,pagoda,土,12
踏,,,,踏,tapu,tapu,daap 6 ,"tà, tā",トウ,ふ-む、ふ-まえる,S,,답,밟을,H,,,step,足,15
搭,,,,搭,tapu,tapu,daap 3 ,dā,トウ,0,S,1981,0,0,0,,,board,手,12
達,达,,,達,tatu,tatu,"daat 6 , taat 3 ",dá,タツ,0,4,,달,통달할,M,,,attain,辵,12
脫,脱,脱,,脱,tatu,tuatu,tyut 3 ,tuō,ダツ,ぬ-ぐ、ぬ-げる,S,,탈,벗을,M,,,undress,肉,11
奪,夺,,,奪,tatu,tuatu,dyut 6 ,duó,ダツ,うば-う,S,,탈,빼앗을,H,,,rob,大,14
刀,,,,刀,tau,tau,dou 1 ,dāo,トウ,かたな,2,,도,칼,M,"đao, dao, đeo",,sword,刀,2
道,,,,道,tau,tau,"dou 3 , dou 6 ",dào,ドウ、（トウ）,みち,2,,도,길,M,"đạo, dạo, nhạo",,road,辵,12
島,岛,,,島,tau,tau,dou 2 ,dǎo,トウ,しま,3,,도,섬,M,,,island,山,10
導,导,,,導,tau,tau,dou 6 ,dǎo,ドウ,みちび-く,5,,도,이끌,H,,,guide,寸,15
討,讨,,,討,tau,tau,tou 2 ,tǎo,トウ,う-つ,6,,토,칠,H,,,chastise,言,10
到,,,,到,tau,tau,dou 3 ,dào,トウ,0,S,,도,이를,M,,,arrival,刀,8
逃,,,,逃,tau,tau,tou 4 ,táo,トウ,に-げる、に-がす、のが-す、のが-れる,S,,도,달아날,H,,,escape,辵,9
倒,,,,倒,tau,tau,"dou 2 , dou 3 ","dào, dǎo",トウ,たお-れる、たお-す,S,,도,넘어질,H,,,overthrow,人,10
桃,,,,桃,tau,tau,tou 4 ,táo,トウ,もも,S,,도,복숭아나무,H,,,peach tree,木,10
盜,盗,盗,,盗,tau,tau,dou 6 ,dào,トウ,ぬす-む,S,,도,훔칠,H,,,steal,皿,11
稻,,稲,,稲,tau,tau,dou 6 ,dào,トウ,いね、（いな）,S,,도,벼,H,,,rice plant,禾,14
悼,,,,悼,tau,tau,dou 6 ,dào,トウ,いた-む,S,,0,0,0,,,lament,心,11
嘲,,,,嘲,tau,tau,jaau 1 ,"cháo, zhāo",チョウ,あざけ-る,S,2010,0,0,0,,,ridicule,口,15
挑,,,,挑,"tau, teu","tau, tiau","tiu 1 , tiu 5 , tou 1 ","tiǎo, tiāo",チョウ,いど-む,S,1981,도,휠,H,,,challenge,手,9
陶,,,,陶,"tau, yo","tau, yau","yiu 4 , tou 4 ","táo, yáo",トウ,0,S,,도,질그릇,H,,,pottery,阜,11
體,体,体,,体,tei,tei,tai 2 ,"tǐ, tī",タイ、テイ,からだ,2,,체,몸,M,"thể, thấy",,body,骨,7
弟,,,,弟,tei,tei,"dai 6 , tai 5 ",dì,テイ、（ダイ）、（デ）,おとうと,2,,제,아우,M,"đệ, dễ",,younger brother,弓,7
對,对,対,,対,tei,tuei,deui 3 ,duì,タイ、ツイ,0,3,,대,대답할,M,,,opposite,寸,7
第,,,,第,tei,tei,dai 6 ,dì,ダイ,0,3,,제,차례,M,,,ordinal number prefix,竹,11
題,题,,,題,tei,tei,tai 4 ,"tí, dì",ダイ,0,3,,제,표제,M,,,topic,頁,18
低,,,,低,tei,tei,dai 1 ,dī,テイ,ひく-い、ひく-める、ひく-まる,4,,저,밑,M,,,low,人,7
底,,,,底,tei,tei,dai 2 ,"dǐ, de",テイ,そこ,4,,저,바닥,H,,,bottom,广,8
隊,队,,,隊,tei,tuei,deui 6 ,duì,タイ,0,4,,대,떼,H,,,group,阜,12
退,,,,退,tei,tuei,teui 3 ,tuì,タイ,しりぞ-く、しりぞ-ける,5,,퇴,물러날,M,,,retreat,辵,9
帝,,,,帝,tei,tei,dai 3 ,dì,テイ,0,S,,제,임금,M,,,sovereign,巾,9
抵,,,,抵,tei,tei,dai 2 ,dǐ,テイ,0,S,,저,거스를,H,,,resist,手,8
遞,递,逓,,逓,tei,tei,dai 6 ,dì,テイ,0,S,,체,갈마들,H,,,relay,辵,10
替,,,,替,tei,tei,tai 3 ,tì,タイ,か-える、か-わる,S,,체,바꿀,H,,,exchange,曰,12
滯,滞,滞,,滞,tei,tei,jai 6 ,zhì,タイ,とどこお-る,S,,체,막힐,H,,,stagnate,水,13
邸,,,,邸,tei,tei,dai 2 ,dǐ,テイ,0,S,,0,0,0,,,residence,邑,8
堆,,,,堆,tei,tuei,deui 1 ,"duī, zuī",タイ,0,S,2010,0,0,0,,,piled high,土,11
締,缔,,,締,tei,tei,"dai 3 , tai 3 ",dì,テイ,し-まる、し-める,S,,0,0,0,,,tighten,糸,15
諦,谛,,,諦,tei,tei,dai 3 ,"dì, tí",テイ,あきら-める,S,2010,0,0,0,,,abandon,言,16
